Location,Distance_to_CBD,Bedrooms,Bathrooms,Floor_Size,Price,Amenities
Syokimau,24,3,3,159,62746,"electric fence, parking, gym, CCTV, garden, garbage collection"
Westlands,3.2,1,1,51,83043,garden
Utawala,22.4,3,1,227,35000,"garbage collection, parking, CCTV, garden, gym"
Ruiru,25.3,4,1,173,59208,"swimming pool, electric fence, garbage collection, garden, CCTV"
Ruaka,19,3,1,185,44701,garbage collection
Ruaka,19,4,2,164,70000,"garbage collection, electric fence, garden, parking, swimming pool"
Muthaiga,7,3,3,201,368034,swimming pool
Syokimau,24,2,1,118,29794,"electric fence, swimming pool, parking, gym, CCTV, garbage collection"
Ruaka,19,1,1,61,19782,
Juja,32.8,2,2,120,32315,"CCTV, garbage collection, swimming pool"
Syokimau,24,1,1,63,16135,"garden, electric fence, swimming pool"
Juja,32.8,3,3,177,49534,"electric fence, garden, garbage collection, swimming pool"
Syokimau,24,2,1,97,28615,garbage collection
Kilimani,4,1,1,50,71042,"garden, gym, electric fence"
Utawala,22.4,2,1,126,17171,
Ruaka,19,2,1,93,28451,"gym, electric fence"
Ruiru,25.3,1,1,55,14737,"garden, parking"
Kileleshwa,5.4,3,1,166,127991,"parking, gym"
Kileleshwa,5.4,1,1,73,53755,"swimming pool, parking"
Ruaka,19,2,2,120,34799,
Utawala,22.4,1,1,64,13118,
Syokimau,24,2,1,132,35878,"gym, swimming pool, electric fence, garbage collection, garden"
Ruiru,25.3,4,2,297,70000,"swimming pool, electric fence, garden, garbage collection, parking, gym, CCTV"
Kilimani,4,2,2,177,115394,"electric fence, CCTV, parking, garden, gym, swimming pool, garbage collection"
Kilimani,4,4,2,293,183997,"garbage collection, parking, garden, gym, electric fence, CCTV, swimming pool"
Westlands,3.2,3,3,176,116696,parking
Ruiru,25.3,3,1,180,60000,"CCTV, garbage collection, electric fence, garden, swimming pool"
Ruaka,19,3,3,200,60000,"gym, garbage collection, parking"
Utawala,22.4,3,3,205,35000,"swimming pool, garden, CCTV, gym, electric fence, parking"
Muthaiga,7,1,1,65,181225,"gym, swimming pool"
Kileleshwa,5.4,4,2,174,140137,garden
Kilimani,4,2,1,180,93419,"parking, garden, electric fence, garbage collection, swimming pool, gym"
Utawala,22.4,3,3,180,35000,"parking, gym, electric fence, swimming pool, CCTV, garbage collection"
Ruaka,19,2,1,154,32310,"electric fence, CCTV"
Kileleshwa,5.4,4,3,190,182932,parking
Ruaka,19,4,4,277,49866,"electric fence, garden"
Utawala,22.4,3,2,211,28968,"parking, gym"
Utawala,22.4,2,1,176,15660,
Lavington,5.9,2,2,106,105062,"garbage collection, gym, swimming pool, garden"
Lavington,5.9,4,3,262,246454,"gym, swimming pool, garbage collection, garden, CCTV"
Ruiru,25.3,4,1,200,62300,electric fence
Ruaka,19,3,1,151,60000,"garden, garbage collection, parking, electric fence, gym, swimming pool, CCTV"
Juja,32.8,4,3,173,54545,"CCTV, parking"
Juja,32.8,2,1,167,32023,"CCTV, garbage collection, parking, electric fence, gym"
Ruiru,25.3,3,1,171,60000,"swimming pool, garden, garbage collection, parking, gym"
Juja,32.8,3,1,196,34209,garbage collection
Kileleshwa,5.4,3,3,188,93973,"CCTV, gym, swimming pool"
Kilimani,4,1,1,54,67962,"swimming pool, CCTV"
Lavington,5.9,2,2,159,110119,"gym, garden, CCTV, swimming pool, electric fence, parking"
Kilimani,4,1,1,76,78098,"swimming pool, electric fence, parking, garden, garbage collection, gym"
Ruaka,19,3,2,150,60000,"CCTV, gym, electric fence, garbage collection, swimming pool, parking, garden"
Ruiru,25.3,1,1,69,13192,"garden, garbage collection, swimming pool, electric fence, gym"
Westlands,3.2,4,1,262,318850,"parking, garden, garbage collection, CCTV, swimming pool, gym, electric fence"
Ruiru,25.3,3,3,175,57164,"swimming pool, garbage collection"
Utawala,22.4,4,3,187,55000,"gym, CCTV, electric fence, parking"
Westlands,3.2,2,2,179,150709,
Juja,32.8,4,3,189,70000,"CCTV, swimming pool, gym, parking, garbage collection, garden"
Utawala,22.4,2,2,115,22779,gym
Ruiru,25.3,3,3,160,46354,
Syokimau,24,1,1,70,16470,"gym, swimming pool, CCTV, garbage collection, electric fence, parking, garden"
Utawala,22.4,4,4,296,53268,"electric fence, swimming pool, gym"
Muthaiga,7,2,1,173,303868,"parking, garbage collection, garden, gym"
Ruiru,25.3,3,2,192,40936,"parking, garbage collection, CCTV"
Ruiru,25.3,4,3,169,49189,gym
Juja,32.8,2,2,175,32105,"electric fence, CCTV, parking, garbage collection"
Ruaka,19,2,1,151,31079,"swimming pool, garbage collection"
Kileleshwa,5.4,1,1,72,71206,"electric fence, parking, gym"
Juja,32.8,4,2,167,55138,"CCTV, swimming pool"
Lavington,5.9,3,2,165,106457,"parking, garbage collection, swimming pool"
Ruiru,25.3,3,2,226,60000,"swimming pool, garden, gym, parking, CCTV, electric fence, garbage collection"
Utawala,22.4,4,1,268,47322,"parking, garbage collection, garden, gym, electric fence"
Muthaiga,7,4,3,224,365498,"garden, electric fence, parking, swimming pool, gym"
Syokimau,24,4,3,283,75503,parking
Muthaiga,7,2,1,144,336468,"garden, swimming pool, garbage collection, parking, CCTV, gym, electric fence"
Kileleshwa,5.4,3,3,164,114959,"garbage collection, electric fence, gym"
Lavington,5.9,1,1,62,75575,"CCTV, swimming pool, gym"
Kilimani,4,4,4,236,200311,CCTV
Muthaiga,7,3,1,191,292504,
Lavington,5.9,3,1,193,109757,"CCTV, garden, garbage collection, parking"
Kileleshwa,5.4,1,1,73,71125,garden
Syokimau,24,4,2,189,89078,"garden, swimming pool, garbage collection"
Westlands,3.2,1,1,55,107305,"swimming pool, CCTV, electric fence, gym"
Westlands,3.2,4,2,240,298998,"CCTV, gym, electric fence, garbage collection, garden, parking"
Syokimau,24,2,2,152,34120,"electric fence, gym, garbage collection, garden"
Ruaka,19,2,2,142,32504,"swimming pool, garbage collection, parking, electric fence, gym"
Lavington,5.9,4,3,163,386630,"gym, swimming pool, electric fence, parking, garbage collection, garden, CCTV"
Kileleshwa,5.4,1,1,76,74112,"electric fence, CCTV, swimming pool, parking, garbage collection, garden, gym"
Juja,32.8,3,3,165,44639,"garbage collection, parking, CCTV"
Ruiru,25.3,2,1,100,30280,"parking, swimming pool, garbage collection"
Westlands,3.2,4,1,169,238216,"CCTV, electric fence, gym, garden, swimming pool, parking"
Utawala,22.4,4,2,207,50111,"garbage collection, parking"
Syokimau,24,1,1,61,21000,"garbage collection, swimming pool, gym, CCTV, garden, parking, electric fence"
Ruiru,25.3,2,2,156,27500,"garden, swimming pool"
Kilimani,4,2,2,156,77206,garbage collection
Juja,32.8,1,1,59,10388,swimming pool
Kilimani,4,1,1,78,60804,parking
Utawala,22.4,1,1,61,14952,"swimming pool, parking, gym"
Kileleshwa,5.4,1,1,73,53122,"garden, parking, gym"
Juja,32.8,3,3,225,55000,"parking, swimming pool, garden, garbage collection, electric fence, CCTV, gym"
Ruaka,19,1,1,56,15947,"CCTV, garden"
Kileleshwa,5.4,4,1,242,203814,"CCTV, parking"
Juja,32.8,4,1,240,70000,"gym, swimming pool, electric fence, garden, CCTV, parking"
Ruiru,25.3,4,1,248,47463,"parking, CCTV"
Juja,32.8,2,2,123,27442,"CCTV, parking"
Lavington,5.9,1,1,69,86421,"gym, electric fence, garden, parking, swimming pool"
Juja,32.8,1,1,70,10162,"garbage collection, CCTV"
Westlands,3.2,3,1,188,199128,"CCTV, parking, swimming pool, garden, gym, garbage collection"
Utawala,22.4,4,1,187,49600,
Ruiru,25.3,3,1,203,44325,"garbage collection, swimming pool, garden"
Juja,32.8,3,2,181,53961,"gym, swimming pool, parking, garden"
Ruaka,19,4,3,237,70000,"garden, electric fence, garbage collection, gym, CCTV"
Syokimau,24,4,2,210,89356,"garden, CCTV, gym, electric fence, garbage collection, parking, swimming pool"
Ruiru,25.3,4,4,161,67940,"parking, garbage collection, electric fence, CCTV, swimming pool, garden, gym"
Juja,32.8,4,2,240,70000,"electric fence, CCTV, garden, parking, garbage collection, swimming pool, gym"
Lavington,5.9,3,3,177,132765,"parking, electric fence, CCTV, gym, garden"
Kilimani,4,4,1,249,164292,
Lavington,5.9,3,3,201,124009,"gym, CCTV, garbage collection, parking, swimming pool"
Ruiru,25.3,2,2,140,31361,"parking, swimming pool, CCTV, electric fence, garbage collection, garden, gym"
Kileleshwa,5.4,1,1,63,55106,garden
Juja,32.8,4,3,223,57865,"garden, parking, CCTV, swimming pool, electric fence"
Lavington,5.9,4,1,168,332623,"parking, electric fence, garden, CCTV, garbage collection"
Kilimani,4,3,1,192,122639,"parking, garbage collection, garden, CCTV, gym, electric fence"
Syokimau,24,1,1,70,13153,garden
Syokimau,24,2,2,126,24500,
Westlands,3.2,3,2,161,192223,"swimming pool, gym, electric fence, garbage collection, parking"
Kilimani,4,4,4,165,172369,"parking, gym"
Lavington,5.9,3,3,162,128442,"gym, parking, electric fence"
Syokimau,24,3,1,185,51615,"garden, swimming pool, parking, CCTV, gym, electric fence, garbage collection"
Lavington,5.9,4,2,217,288821,"swimming pool, garden"
Syokimau,24,2,1,147,38381,"garbage collection, electric fence, gym, garden, CCTV, swimming pool"
Westlands,3.2,4,3,179,244140,"swimming pool, gym"
Muthaiga,7,4,3,201,450343,"electric fence, gym, garden, parking"
Juja,32.8,1,1,69,14457,"garden, electric fence, parking"
Utawala,22.4,1,1,77,13165,swimming pool
Ruaka,19,4,1,289,60304,"electric fence, swimming pool, parking, garden, garbage collection"
Muthaiga,7,3,2,217,440769,"garbage collection, swimming pool, gym, parking, garden"
Lavington,5.9,1,1,76,93932,CCTV
Kileleshwa,5.4,3,2,179,83452,CCTV
Utawala,22.4,4,4,231,55000,"parking, garbage collection, swimming pool, electric fence, gym, CCTV, garden"
Ruiru,25.3,3,2,188,50959,"electric fence, gym, garbage collection, parking, swimming pool, garden"
Ruiru,25.3,1,1,74,16877,"gym, swimming pool, garden, electric fence, parking, CCTV, garbage collection"
Muthaiga,7,3,2,202,350957,gym
Kilimani,4,1,1,69,46432,
Kileleshwa,5.4,2,2,132,110106,"parking, garden, gym, CCTV, garbage collection, swimming pool, electric fence"
Lavington,5.9,3,3,154,95258,
Kileleshwa,5.4,3,1,142,126460,"CCTV, gym"
Kilimani,4,4,4,256,150174,"parking, swimming pool"
Westlands,3.2,2,1,145,211278,"garbage collection, electric fence, CCTV, parking, garden, swimming pool, gym"
Utawala,22.4,2,1,121,18113,"swimming pool, electric fence, garden"
Lavington,5.9,2,1,120,128570,"gym, garbage collection, parking, swimming pool, garden, electric fence, CCTV"
Lavington,5.9,2,2,102,90416,
Juja,32.8,2,2,91,27229,"swimming pool, garbage collection"
Muthaiga,7,4,3,175,444961,"gym, garden, garbage collection, parking, swimming pool, CCTV, electric fence"
Utawala,22.4,1,1,78,13965,
Kilimani,4,1,1,66,67063,gym
Lavington,5.9,4,3,164,274290,"swimming pool, CCTV, garden, electric fence"
Westlands,3.2,4,4,225,227888,"gym, garbage collection, swimming pool"
Utawala,22.4,1,1,55,15186,"parking, garbage collection, CCTV, garden"
Syokimau,24,3,1,161,52720,"electric fence, parking, garden, gym, garbage collection, CCTV"
Kilimani,4,4,3,185,180943,swimming pool
Kileleshwa,5.4,4,3,290,175731,"gym, CCTV, parking"
Syokimau,24,2,2,158,24781,swimming pool
Muthaiga,7,4,2,164,401123,"gym, CCTV, swimming pool, parking, garden"
Syokimau,24,1,1,59,16302,"gym, parking, garden, garbage collection, electric fence"
Kilimani,4,3,2,208,123722,"electric fence, garbage collection, gym"
Lavington,5.9,1,1,65,87411,
Lavington,5.9,2,2,92,83420,
Syokimau,24,2,1,93,33912,"parking, gym, swimming pool"
Westlands,3.2,1,1,77,111542,parking
Syokimau,24,2,1,174,30908,electric fence
Ruaka,19,2,2,147,35864,"garbage collection, garden"
Westlands,3.2,3,3,174,143204,CCTV
Lavington,5.9,4,2,199,212163,
Muthaiga,7,4,3,238,411369,"gym, parking, electric fence, CCTV, garbage collection, swimming pool"
Ruiru,25.3,2,2,99,22051,gym
Westlands,3.2,3,2,158,198442,"electric fence, garbage collection, gym, swimming pool, parking"
Kileleshwa,5.4,3,2,180,109272,
Juja,32.8,1,1,54,11273,"swimming pool, electric fence, parking, gym, CCTV"
Kilimani,4,1,1,70,60506,"CCTV, parking, swimming pool, electric fence, garden"
Utawala,22.4,4,2,167,55000,"parking, electric fence, CCTV, swimming pool, garbage collection, gym, garden"
Muthaiga,7,2,1,166,307281,"gym, parking, garden, electric fence, CCTV"
Ruiru,25.3,4,1,206,58519,"gym, swimming pool, parking"
Kileleshwa,5.4,4,2,165,156340,electric fence
Utawala,22.4,2,1,150,16202,
Utawala,22.4,2,1,156,19933,
Westlands,3.2,2,1,102,145486,"parking, CCTV, garden, gym"
Ruaka,19,2,1,171,42398,"gym, garbage collection, swimming pool, garden, parking, electric fence, CCTV"
Utawala,22.4,2,2,96,23912,"electric fence, garbage collection, CCTV, parking, garden, swimming pool"
Ruaka,19,4,1,241,60942,"garbage collection, electric fence, gym, swimming pool, CCTV"
Kileleshwa,5.4,4,2,162,221707,"electric fence, garbage collection, parking, swimming pool, CCTV, garden, gym"
Westlands,3.2,2,2,145,201703,"gym, parking, CCTV, garden, electric fence, swimming pool, garbage collection"
Kilimani,4,1,1,64,69052,"gym, CCTV, swimming pool, garbage collection"
Utawala,22.4,2,2,176,27235,"garden, swimming pool, electric fence, gym"
Lavington,5.9,2,1,148,87848,"gym, CCTV"
Syokimau,24,4,2,232,73697,"electric fence, garden, parking"
Utawala,22.4,4,3,245,42205,"gym, garden, parking"
Juja,32.8,2,1,151,23424,parking
Ruiru,25.3,2,2,111,26438,"electric fence, CCTV, garden, parking, gym"
Syokimau,24,1,1,78,18647,"parking, garbage collection"
Ruaka,19,4,2,224,59607,"swimming pool, garbage collection"
Lavington,5.9,3,2,160,121198,"CCTV, swimming pool, electric fence, gym, parking, garden"
Kileleshwa,5.4,3,3,195,130800,"garbage collection, garden, gym, electric fence"
Ruaka,19,2,2,142,41044,"parking, garbage collection"
Ruiru,25.3,3,1,180,47531,"gym, parking, garden, electric fence, swimming pool"
Kileleshwa,5.4,2,2,164,114264,"electric fence, parking, gym, garbage collection"
Muthaiga,7,1,1,72,171158,"gym, parking, swimming pool, garbage collection, CCTV"
Juja,32.8,3,2,191,47370,"garbage collection, gym"
Kilimani,4,3,3,173,116752,"electric fence, gym, CCTV"
Syokimau,24,4,1,265,73743,electric fence
Juja,32.8,4,1,170,66055,"gym, electric fence, garden, parking, CCTV"
Ruiru,25.3,1,1,73,13304,
Ruaka,19,4,2,186,46252,
Ruiru,25.3,1,1,79,15649,"parking, electric fence, gym"
Westlands,3.2,1,1,72,113449,"parking, CCTV"
Syokimau,24,1,1,56,14804,"electric fence, garbage collection, CCTV, gym"
Kileleshwa,5.4,3,3,156,91990,"gym, garbage collection"
Syokimau,24,2,2,171,29926,
Lavington,5.9,1,1,59,93155,"garbage collection, gym, electric fence, garden, parking, CCTV"
Kileleshwa,5.4,4,2,176,175466,"garbage collection, swimming pool, gym, parking, CCTV"
Ruiru,25.3,4,2,190,63311,"garbage collection, CCTV, parking, swimming pool, garden, gym"
Juja,32.8,1,1,63,9417,
Ruiru,25.3,2,1,100,26011,electric fence
Lavington,5.9,4,1,195,233932,garbage collection
Westlands,3.2,1,1,54,93446,"CCTV, gym"
Utawala,22.4,2,1,114,20898,"gym, garden, CCTV, electric fence"
Lavington,5.9,2,1,148,86954,"garbage collection, swimming pool, garden"
Westlands,3.2,1,1,77,101280,swimming pool
Lavington,5.9,1,1,72,71983,
Lavington,5.9,3,3,151,94299,"CCTV, gym, garden"
Juja,32.8,4,4,266,70000,"gym, CCTV, swimming pool, garden, parking, electric fence"
Kilimani,4,4,3,259,194384,"CCTV, gym, parking, swimming pool"
Lavington,5.9,1,1,58,66454,electric fence
Lavington,5.9,3,3,194,109780,"electric fence, garden, parking, swimming pool, gym, garbage collection"
Ruiru,25.3,3,3,183,45646,"garden, parking, electric fence, swimming pool, garbage collection"
Utawala,22.4,1,1,76,13053,garden
Utawala,22.4,4,3,275,54032,CCTV
Ruiru,25.3,2,2,168,29399,"CCTV, gym, garbage collection, swimming pool, garden, electric fence"
Syokimau,24,3,1,225,60663,"CCTV, garbage collection, garden, parking, electric fence, gym"
Juja,32.8,2,2,166,35000,"CCTV, garbage collection, parking, electric fence, gym, swimming pool"
Kilimani,4,3,2,175,125773,"CCTV, gym, parking, electric fence, garden, garbage collection, swimming pool"
Lavington,5.9,2,2,102,99029,"swimming pool, gym"
Juja,32.8,2,2,149,30744,
Ruaka,19,3,3,200,60000,"gym, CCTV, swimming pool, garden, parking"
Ruaka,19,2,1,171,38567,CCTV
Kileleshwa,5.4,3,2,209,107935,"CCTV, garbage collection, gym"
Juja,32.8,4,4,265,70000,"swimming pool, CCTV, garden, parking, gym, garbage collection, electric fence"
Westlands,3.2,1,1,61,105453,"electric fence, garbage collection, garden, swimming pool, CCTV, gym, parking"
Syokimau,24,4,4,275,82797,"CCTV, electric fence, gym"
Utawala,22.4,1,1,70,14891,"gym, CCTV, garbage collection, electric fence, swimming pool, garden, parking"
Muthaiga,7,2,2,114,251257,CCTV
Ruaka,19,3,2,154,57979,"electric fence, CCTV, garden, parking, garbage collection"
Muthaiga,7,4,2,189,329173,
Kilimani,4,3,1,162,92184,"gym, parking"
Kileleshwa,5.4,3,2,199,127454,"parking, gym, garden, CCTV, electric fence, garbage collection"
Kileleshwa,5.4,3,1,213,95429,"CCTV, swimming pool"
Kileleshwa,5.4,3,3,225,108896,"gym, parking, CCTV, garden, electric fence, garbage collection"
Westlands,3.2,3,1,186,170299,"swimming pool, electric fence, CCTV, garden, gym, garbage collection"
Syokimau,24,1,1,63,21000,"parking, electric fence, garden, swimming pool, gym, CCTV, garbage collection"
Syokimau,24,4,4,211,108086,"gym, garden, swimming pool, CCTV, parking, garbage collection, electric fence"
Juja,32.8,3,3,190,39421,"garbage collection, garden, electric fence"
Syokimau,24,3,1,198,43217,
Juja,32.8,1,1,59,14201,"swimming pool, gym"
Juja,32.8,2,2,124,29737,gym
Utawala,22.4,4,2,278,55000,"gym, garbage collection, electric fence, garden, CCTV, swimming pool, parking"
Ruaka,19,2,2,108,40106,"parking, gym, garden, CCTV, garbage collection, swimming pool, electric fence"
Ruaka,19,2,1,159,45000,"garbage collection, CCTV, gym, electric fence, parking"
Lavington,5.9,1,1,50,74144,
Juja,32.8,1,1,51,12101,"gym, parking"
Kileleshwa,5.4,4,1,182,204827,"gym, electric fence, parking, swimming pool"
Kilimani,4,3,2,153,109012,"CCTV, garbage collection, gym"
Ruaka,19,3,1,203,55521,"garbage collection, CCTV, garden, parking"
Juja,32.8,4,3,194,61660,"electric fence, CCTV, swimming pool, garden, parking"
Muthaiga,7,1,1,51,189588,"gym, electric fence, swimming pool"
Ruaka,19,2,1,137,40306,"garbage collection, CCTV, electric fence, swimming pool, gym, parking, garden"
